n_features,consensus_time,screening_time,time_per_mol_ms,roc_auc,bedroc,rie,ef_1,ef_5,ef_10,youden_j,optimal_threshold,sensitivity,specificity,tolerance,threshold,linkage
12,0.028710603713989258,47.13820195198059,82.2656229528457,0.7294318366462654,0.3870173751145791,2.7703494611849995,1.5486486486486488,3.041988416988417,2.309388335704125,0.4241997508530575,0.6851728239943815,0.6486486486486487,0.7755511022044088,1.5,0.3,average
12,0.020981311798095703,50.555198669433594,88.22896800948271,0.7294318366462654,0.3870173751145791,2.7703494611849995,1.5486486486486488,3.041988416988417,2.309388335704125,0.4241997508530575,0.6851728239943815,0.6486486486486487,0.7755511022044088,1.5,0.4,average
7,0.021955013275146484,49.17851781845093,85.82638362731402,0.4667172182202243,0.03006288792481899,0.21519647546763393,0.0,0.0,0.2716927453769559,0.09399880842766606,0.5648899957775211,0.6891891891891891,0.4048096192384769,1.5,0.5,average
7,0.024517536163330078,49.39589476585388,86.2057500276682,0.4667172182202243,0.03006288792481899,0.21519647546763393,0.0,0.0,0.2716927453769559,0.09399880842766606,0.5648899957775211,0.6891891891891891,0.4048096192384769,1.5,0.6,average
5,0.02304553985595703,49.24845576286316,85.94843937672454,0.44123381898933,0.03733533261978491,0.2672541171073316,0.0,0.2765444015444016,0.2716927453769559,0.03141417971077298,0.5343280198257717,0.6486486486486487,0.3827655310621243,1.5,0.7,average
5,0.022614240646362305,50.08669900894165,87.41134207494179,0.44123381898933,0.03733533261978491,0.2672541171073316,0.0,0.2765444015444016,0.2716927453769559,0.03141417971077298,0.5343280198257717,0.6486486486486487,0.3827655310621243,1.5,0.8,average
1,0.022713661193847656,49.01588559150696,85.54255775132104,0.5927530737149975,0.1108412281771699,0.7934243019394248,0.0,0.2765444015444016,0.9509246088193457,0.21291231110870384,0.385492468198373,0.5135135135135135,0.6993987975951903,1.5,0.9,average
1,0.024001121520996094,49.06997799873352,85.63695985817368,0.5927530737149975,0.1108412281771699,0.7934243019394248,0.0,0.2765444015444016,0.9509246088193457,0.21291231110870384,0.385492468198373,0.5135135135135135,0.6993987975951903,1.5,1.0,average
