run_id,timestamp,tolerance,threshold,linkage,n_features,consensus_time,screening_time,time_per_mol_ms,roc_auc,bedroc,rie,ef_1,ef_5,ef_10,youden_j,optimal_threshold,sensitivity,specificity,experiment_id,run_order,tolerance_coded,threshold_coded
1,2026-01-26T17:14:59.893450,1.15,0.45,complete,3,0.037299156188964844,46.58295559883118,81.29660662972282,0.5730108866381411,0.17369351157627264,1.243333759166661,0.0,1.1061776061776063,1.3584637268847795,0.18696853165791044,0.4690084491766602,0.40540540540540543,0.781563126252505,CCD_001,1,0.0,0.0
2,2026-01-26T17:16:02.265016,1.5,0.6,complete,5,0.04316067695617676,46.50466513633728,81.15997405992545,0.5339598115149218,0.17549529941024872,1.256231323782975,0.0,1.382722007722008,1.2226173541963017,0.14185127010778315,0.4784311104284865,0.43243243243243246,0.7094188376753507,CCD_002,2,1.0,1.0
3,2026-01-26T17:17:05.511608,1.15,0.45,complete,3,0.036063194274902344,47.127521276474,82.24698303049563,0.5730108866381411,0.17369351157627264,1.243333759166661,0.0,1.1061776061776063,1.3584637268847795,0.18696853165791044,0.4690084491766602,0.40540540540540543,0.781563126252505,CCD_003,3,0.0,0.0
4,2026-01-26T17:18:08.652875,0.8,0.6,complete,1,0.036389827728271484,47.17879819869995,82.33647155095977,0.5861994258787846,0.12162029859253441,0.8705830853235784,0.0,0.5530888030888031,0.9509246088193457,0.25499647944537723,0.05686149402288964,0.5135135135135135,0.7414829659318638,CCD_004,4,-1.0,1.0
5,2026-01-26T17:19:12.740597,1.15,0.45,complete,3,0.035918474197387695,47.23431348800659,82.43335687261185,0.5730108866381411,0.17369351157627264,1.243333759166661,0.0,1.1061776061776063,1.3584637268847795,0.18696853165791044,0.4690084491766602,0.40540540540540543,0.781563126252505,CCD_005,5,0.0,0.0
6,2026-01-26T17:20:16.532097,1.15,0.45,complete,3,0.035430908203125,47.50703740119934,82.90931483629903,0.5730108866381411,0.17369351157627264,1.243333759166661,0.0,1.1061776061776063,1.3584637268847795,0.18696853165791044,0.4690084491766602,0.40540540540540543,0.781563126252505,CCD_006,6,0.0,0.0
7,2026-01-26T17:21:19.759055,1.15,0.6,complete,3,0.03533148765563965,47.013752698898315,82.04843402949095,0.5730108866381411,0.17369351157627264,1.243333759166661,0.0,1.1061776061776063,1.3584637268847795,0.18696853165791044,0.4690084491766602,0.40540540540540543,0.781563126252505,CCD_007,7,0.0,1.8973665961010275
8,2026-01-26T17:22:26.304508,1.15,0.3,complete,13,0.035056352615356445,50.548110008239746,88.21659687301874,0.5094513351026376,0.03297624623179163,0.23605088812716243,0.0,0.0,0.2716927453769559,0.14472187618480203,0.6451267043066944,0.5675675675675675,0.5771543086172345,CCD_008,8,0.0,-1.8973665961010275
9,2026-01-26T17:23:30.511379,0.8,0.45,complete,1,0.036756277084350586,48.13079261779785,83.99789287573796,0.5861994258787846,0.12162029859253441,0.8705830853235784,0.0,0.5530888030888031,0.9509246088193457,0.25499647944537723,0.05686149402288964,0.5135135135135135,0.7414829659318638,CCD_009,9,-1.8973665961010275,0.0
10,2026-01-26T17:24:36.569981,0.8,0.30000000000000004,complete,8,0.03752851486206055,49.47368025779724,86.34150132250826,0.44532307858961157,0.07464266782157859,0.5343076277117399,0.0,0.5530888030888031,0.40753911806543386,0.00690570329848883,0.5820690638596264,0.6081081081081081,0.3987975951903807,CCD_010,10,-1.0,-1.0
11,2026-01-26T17:25:43.083718,1.15,0.45,complete,3,0.03925466537475586,49.59387993812561,86.55127388852638,0.5730108866381411,0.17369351157627264,1.243333759166661,0.0,1.1061776061776063,1.3584637268847795,0.18696853165791044,0.4690084491766602,0.40540540540540543,0.781563126252505,CCD_011,11,0.0,0.0
12,2026-01-26T17:26:49.521021,1.5,0.45,complete,5,0.03922629356384277,49.49722695350647,86.3825950322975,0.5339598115149218,0.17549529941024872,1.256231323782975,0.0,1.382722007722008,1.2226173541963017,0.14185127010778315,0.4784311104284865,0.43243243243243246,0.7094188376753507,CCD_012,12,1.8973665961010275,0.0
13,2026-01-26T17:27:53.797153,1.15,0.45,complete,3,0.03515625,47.857792377471924,83.52145266574507,0.5730108866381411,0.17369351157627264,1.243333759166661,0.0,1.1061776061776063,1.3584637268847795,0.18696853165791044,0.4690084491766602,0.40540540540540543,0.781563126252505,CCD_013,13,0.0,0.0
14,2026-01-26T17:29:02.932217,1.5,0.30000000000000004,complete,13,0.036124229431152344,52.6286563873291,91.8475678661939,0.7233927314087635,0.29152661242348643,2.0868071157182375,3.0972972972972976,2.2123552123552126,2.037695590327169,0.40914260954341114,0.6334739657295317,0.6756756756756757,0.7334669338677355,CCD_014,14,1.0,-1.0
