run_id,timestamp,tolerance,threshold,min_samples,roc_auc,bedroc,rie,ef_1,ef_5,ef_10,youden_j,optimal_threshold,sensitivity,specificity,n_features,consensus_time,screening_time,total_time
14,2026-01-26T20:56:14.319415,1.5786183643344682,0.25,1,0.7472512592753073,0.4103145246527023,2.9371152067838042,1.5486486486486488,3.3185328185328187,2.716927453769559,0.4542598710935385,0.6861957172554675,0.6486486486486487,0.8056112224448898,13,0.03990650177001953,44.819315910339355,44.859222412109375
15,2026-01-26T20:57:13.476502,1.699725489985901,0.26058168441143,4,0.7456805502897688,0.3981452076687247,2.8500047550549223,1.5486486486486488,3.041988416988417,2.581081081081081,0.43874234956399283,0.6873294181948617,0.6351351351351351,0.8036072144288577,13,0.040498971939086914,44.5403790473938,44.580878019332886
16,2026-01-26T20:58:12.658933,1.6594873906762713,0.2695259194028073,4,0.7456805502897688,0.3981452076687247,2.8500047550549223,1.5486486486486488,3.041988416988417,2.581081081081081,0.43874234956399283,0.6873294181948617,0.6351351351351351,0.8036072144288577,13,0.04118919372558594,44.562711238861084,44.60390043258667
17,2026-01-26T20:59:12.266092,1.5897760801014424,0.25826037396339374,4,0.7472512592753073,0.4103145246527023,2.9371152067838042,1.5486486486486488,3.3185328185328187,2.716927453769559,0.4542598710935385,0.6861957172554675,0.6486486486486487,0.8056112224448898,13,0.040255069732666016,44.94080209732056,44.98105716705322
18,2026-01-26T21:00:12.413876,1.6728630334695747,0.2629345142413712,1,0.7456805502897688,0.3981452076687247,2.8500047550549223,1.5486486486486488,3.041988416988417,2.581081081081081,0.43874234956399283,0.6873294181948617,0.6351351351351351,0.8036072144288577,13,0.04136300086975098,45.511610984802246,45.552973985672
19,2026-01-26T21:01:12.754882,1.4587399684182842,0.2854177694450319,1,0.7267237177056816,0.3905165936432811,2.7953975807413096,1.5486486486486488,3.3185328185328187,2.581081081081081,0.4121757027568651,0.6755403830183179,0.6486486486486487,0.7635270541082164,12,0.039823293685913086,45.0188148021698,45.05863809585571
20,2026-01-26T21:02:13.884718,1.3003266621056304,0.33364123456131095,1,0.7289172940475545,0.3958929274510068,2.8338824741213458,1.5486486486486488,3.041988416988417,2.716927453769559,0.43221578291718576,0.6844603561194537,0.6486486486486487,0.7835671342685371,12,0.041552066802978516,45.83810520172119,45.87965726852417
21,2026-01-26T21:03:14.259643,1.6135023911979172,0.30202471366790945,1,0.7472512592753073,0.4103145246527023,2.9371152067838042,1.5486486486486488,3.3185328185328187,2.716927453769559,0.4542598710935385,0.6861957172554675,0.6486486486486487,0.8056112224448898,13,0.039943695068359375,45.76536273956299,45.80530643463135
22,2026-01-26T21:04:15.636724,1.356873703989829,0.3430444951841794,4,0.7289172940475545,0.3958929274510068,2.8338824741213458,1.5486486486486488,3.041988416988417,2.716927453769559,0.43221578291718576,0.6844603561194537,0.6486486486486487,0.7835671342685371,12,0.0422213077545166,46.024681091308594,46.06690239906311
23,2026-01-26T21:05:14.878662,1.5485053378930878,0.25728029942394115,4,0.7472512592753073,0.4103145246527023,2.9371152067838042,1.5486486486486488,3.3185328185328187,2.716927453769559,0.4542598710935385,0.6861957172554675,0.6486486486486487,0.8056112224448898,13,0.04074811935424805,44.59595537185669,44.63670349121094
24,2026-01-26T21:06:14.286461,1.5702297893440738,0.30713763046933695,3,0.7472512592753073,0.4103145246527023,2.9371152067838042,1.5486486486486488,3.3185328185328187,2.716927453769559,0.4542598710935385,0.6861957172554675,0.6486486486486487,0.8056112224448898,13,0.040178775787353516,44.535433769226074,44.57561254501343
25,2026-01-26T21:07:14.923077,1.6214614641877712,0.3499993740333005,1,0.7472512592753073,0.4103145246527023,2.9371152067838042,1.5486486486486488,3.3185328185328187,2.716927453769559,0.4542598710935385,0.6861957172554675,0.6486486486486487,0.8056112224448898,13,0.04105877876281738,45.725730657577515,45.76678943634033
26,2026-01-26T21:08:14.055436,1.3317414606856388,0.25013488999807154,3,0.7289172940475545,0.3958929274510068,2.8338824741213458,1.5486486486486488,3.041988416988417,2.716927453769559,0.43221578291718576,0.6844603561194537,0.6486486486486487,0.7835671342685371,12,0.04148697853088379,44.355797290802,44.397284269332886
27,2026-01-26T21:09:13.230023,1.4099975809591816,0.2990973260534068,1,0.7267237177056816,0.3905165936432811,2.7953975807413096,1.5486486486486488,3.3185328185328187,2.581081081081081,0.4121757027568651,0.6755403830183179,0.6486486486486487,0.7635270541082164,12,0.03964948654174805,44.539011001586914,44.57866048812866
28,2026-01-26T21:10:13.169371,1.6886693987439183,0.3486903362469902,1,0.7456805502897688,0.3981452076687247,2.8500047550549223,1.5486486486486488,3.041988416988417,2.581081081081081,0.43874234956399283,0.6873294181948617,0.6351351351351351,0.8036072144288577,13,0.04042553901672363,44.57572793960571,44.61615347862244
29,2026-01-26T21:11:12.617477,1.634471093522732,0.26365840073901187,4,0.7472512592753073,0.4103145246527023,2.9371152067838042,1.5486486486486488,3.3185328185328187,2.716927453769559,0.4542598710935385,0.6861957172554675,0.6486486486486487,0.8056112224448898,13,0.04039597511291504,44.75905776023865,44.79945373535156
30,2026-01-26T21:12:12.151874,1.60131690270785,0.34495696691747474,2,0.7472512592753073,0.4103145246527023,2.9371152067838042,1.5486486486486488,3.3185328185328187,2.716927453769559,0.4542598710935385,0.6861957172554675,0.6486486486486487,0.8056112224448898,13,0.03932356834411621,44.91405773162842,44.953381299972534
