alpha,2d_weight,3d_weight,auc,time_sec,mode
0.0,0.0,1.0,0.8643492890480843,23.292041778564453,Pure 3D
0.4,0.4,0.6,0.9372896993378922,23.313973903656006,40%2D+60%3D
0.5,0.5,0.5,0.955416259633127,23.270699501037598,50%2D+50%3D
0.6,0.6,0.4,0.9693639422555085,23.394651174545288,60%2D+40%3D
0.7,0.7,0.30000000000000004,0.9765277325518289,23.413711071014404,70%2D+30%3D
0.8,0.8,0.19999999999999996,0.9732443286660154,23.486141681671143,80%2D+20%3D
1.0,1.0,0.0,0.9342776511451211,23.452316284179688,Pure 2D
